ts,host,user,event,attempts,severity,ip,file,proc,dst,message,geo,notes,source,hour,day_of_week,month,is_weekend,is_off_hours,message_length,has_ip,has_error,has_attempts,is_suspicious,is_high_risk
2026-04-15T07:07:50Z,BRANCH-56-prod,helen_gould,4698,0.0,LOW,192.168.140.192,,kubelet_v4.1,COMP-39-sandbox:8080,4698: helen_gould performed clearing operation,Sydney,COMPLIANCE_BASELINE_ON,windows_security,7,2,4,0,1,46,0,0,0,0,0
2026-10-03T09:43:11Z,SWIFT-31.bank.internal,chaitanya_hodgson,write_binary_dir,0.0,LOW,111.51.11.83,,prometheus_v9.4,,write_binary_dir: chaitanya_hodgson performed balance operation,"Zurich, CH",GT_BASELINE_EIUS,falco,9,5,10,1,0,63,0,0,0,0,0
2026-05-14T21:16:16Z,GW-63-prod,samantha_wadhwa,write_binary_dir,0.0,MEDIUM,56.239.220.247,,java.exe,,write_binary_dir: samantha_wadhwa performed reconciliation operation,IN,AUDIT_BASELINE_ASSU,falco,21,3,5,0,1,68,0,0,0,0,0
2026-10-05T16:26:48Z,PROXY-19-dev.secure.bank,fraud_analyst81,13,0.0,LOW,100.128.69.20,,svchost.exe_v9.8,CORE_BANK-88:8080,13: fraud_analyst81 performed balance operation,AE,COMPLIANCE_BASELINE_SAEP,sysmon,16,0,10,0,0,47,0,0,0,0,0
2026-10-07T02:04:01Z,PAY-69,indali_martin89,MailItemsAccessed,0.0,LOW,126.245.110.59,Z:\Finance\2026-02-23\repellendus.webm,systemd,,MailItemsAccessed: indali_martin89 performed payment operation,"Sydney, AU",AUDIT_BASELINE_BANK,office365,2,2,10,0,1,62,0,0,0,0,0
2026-10-30T01:20:57Z,FINANCE-68.bank.internal,tanveer_miller,Send,0.0,UNKNOWN,192.168.160.32,,powershell.exe,SWIFT-20.bank.internal:445,Send: tanveer_miller performed swift operation,AE,ANOMALY_BASELINE_ODIO,office365,1,4,10,0,1,46,0,0,0,0,0
2026-11-15T22:20:31Z,WEB-71,svc_monitor_prod,EXECVE,0.0,MEDIUM,192.168.195.231,,systemd,HR-25.bank.internal:3306,EXECVE: svc_monitor_prod performed balance operation�,,ANOMALY_BASELINE_CAND,auditd,22,6,11,1,1,53,0,0,0,0,0
2026-09-24T00:39:42Z,AUDIT-12.bank.internal,jjackson,Quarantine,0.0,MEDIUM,210.187.1.127,,lsass.exe,,Quarantine: jjackson performed clearing operation,CH,COMPLIANCE_BASELINE_RECE,crowdstrike,0,3,9,0,1,49,0,0,0,0,0
2026-04-02T23:06:06Z,SWIFT-29-dr,internal_audit,EXECVE,0.0,MEDIUM,188.191.25.221,,java.exe,,EXECVE: internal_audit performed transaction operation,IN,SEC_BASELINE_VARI,auditd,23,3,4,0,1,54,0,0,0,0,0
2026-07-29T15:06:51Z,ATM-67.financial.local,colin.clarke,Detection,0.0,LOW,112.34.80.136,,lsass.exe,,Detection: colin.clarke performed transaction operation,,COMPLIANCE_BASELINE_FOR,crowdstrike,15,2,7,0,0,55,0,0,0,0,0
2026-06-09T22:09:49Z,FINANCE-12,rbarad,4648,0.0,LOW,199.128.164.5,,svchost.exe,payment-api.sarma-issac.net:1433,4648: rbarad performed balance operation,SG,ANOMALY_BASELINE_DOLO,windows_security,22,1,6,0,1,40,0,0,0,0,0
2026-06-21T18:40:48Z,COMP-29.bank.internal,jgrover,FileDeleted,0.0,LOW,192.168.45.38,/var/log/aperiam/sunt.jpeg.log,nginx.exe_v6.3,PAY-32.secure.bank:1433,FileDeleted: jgrover performed transfer operation,,SEC_BASELINE_JOIN,sharepoint,18,6,6,1,0,49,0,0,0,0,0
2026-10-04T09:32:36Z,CORE-45-uat,domain_admin,DeleteUser,0.0,LOW,92.242.113.223,,OUTLOOK.EXE,,DeleteUser: domain_admin performed audit operation,Toronto,COMPLIANCE_BASELINE_ILLO,aws_cloudtrail,9,6,10,1,0,50,0,0,0,0,0
2026-09-03T18:40:43Z,AUDIT-08.financial.local,lraymond83,URL,0.0,MEDIUM,48.57.170.205,/etc/repudiandae/support.conf,,,URL: lraymond83 performed settlement operation,FR,THREAT_BASELINE_UT,palo_alto,18,3,9,0,0,46,0,0,0,0,0
2026-06-04T11:28:27Z,HR-33-prod,william.weber47,Detection,0.0,LOW,10.66.129.66,,prometheus,APP-38.secure.bank:8443,Detection: william.weber47 performed clearing operation,Singapore,ANOMALY_BASELINE_REPE,crowdstrike,11,3,6,0,0,55,0,0,0,0,0
2026-07-27T14:46:45Z,TRADING-89,rita_charlton,write_binary_dir,0.0,UNKNOWN,172.26.62.173,,docker,,write_binary_dir: rita_charlton performed settlement operation,,SEC_BASELINE_CAND,falco,14,0,7,0,0,62,0,0,0,0,0
2026-12-30T07:03:16Z,DB-72-dr,julie.biswas,conn,0.0,LOW,94.53.45.155,/etc/facere/suscipit.conf,sqlservr.exe,,conn: julie.biswas performed settlement operation,Mumbai,COMPLIANCE_BASELINE_MAXI,zeek,7,2,12,0,1,49,0,0,0,0,0
2021-13-3T3:18:52Z,PAYMENT-60,svc_reporting_prod,SignIn,93.0,CRITICAL,121.40.186.198,\\fileserver\share\Arrive\placeat.html,nginx.exe,BRANCH-84-dr:8080,Sign-in activity for svc_reporting_prod from IP 121.40.186.198,Tokyo,GT_BRUTE_FORCE_URGENT_CONS,azure_ad,0,0,0,0,1,62,1,0,1,1,1
2026-10-12T00:36:23Z,FS-23-prod.bank.internal,austin_pillay,Detection,0.0,HIGH,161.136.166.193,\\fileserver\share\Minute\error.js,chrome.exe,,Detection: austin_pillay performed transaction operation,,GT_SUSPICIOUS_URGENT_SIT,crowdstrike,0,0,10,0,1,56,0,0,0,1,1
2026-11-01T04:09:33Z,AUDIT-01,svc_secrets_prod,4698,0.0,HIGH,25.77.2.196,,cmd.exe,OPS-58-uat.bank.internal:5432,4698: svc_secrets_prod performed payment operation,,GT_SUSPICIOUS_URGENT_ALIQ,windows_security,4,6,11,1,1,50,0,0,0,1,1
2026-06-23T14:38:36Z,DC-84-sandbox,beth_cross,4672,0.0,UNKNOWN,172.26.239.38,C:\Windows\System32\voluptas.jpeg,nginx.exe,CORE_BANK-45:3389,4672: beth_cross performed payment operation,Zurich,GT_BASELINE_REPE,windows_security,14,1,6,0,0,44,0,0,0,0,0
2026-07-21T16:57:00Z,MON-51,jnayar,ApplicationManagement,0.0,CRITICAL,10.197.44.221,/var/log/room/molestiae.mp3.log,explorer.exe,,ApplicationManagement: jnayar performed payment operation,"Mumbai, IN",AUDIT_HIGH_RISK_URGENT_CLAI,azure_ad,16,1,7,0,0,57,0,0,0,1,1
2026-05-04T15:48:18Z,CRM-10-uat,kimberly_clark,FileDeleted,0.0,MEDIUM,45.26.174.15,C:\Windows\Temp\enim.csv,prometheus,,FileDeleted: kimberly_clark performed balance operation,,COMPLIANCE_BASELINE_SOLU,sharepoint,15,0,5,0,0,55,0,0,0,0,0
2026-04-18T10:33:49Z,PAYMENT-53-uat.financial.local,spurohit,4624,0.0,LOW,23.246.82.135,C:\Windows\Temp\ea.gif,tomcat9.exe,FS-41.secure.bank:3306,"An account was successfully logged on. Account: spurohit, Source IP: 23.246.82.135",,THREAT_BASELINE_EA,windows_security,10,5,4,1,0,82,1,0,0,0,0
2026-12-29T02:25:41Z,HR-47-prod,julie_wilson,CreateUser,0.0,LOW,178.161.165.33,,cmd.exe,FINANCE-81-prod.secure.bank:9200,CreateUser: julie_wilson performed settlement operation,Hong Kong,COMPLIANCE_BASELINE_SAEP,aws_cloudtrail,2,1,12,0,1,55,0,0,0,0,0
2026-04-30T10:07:51Z,PAYMENT-89-prod.bank.internal,julian.boase,106001,0.0,HIGH,10.192.80.5,,EXCEL.EXE,,106001: julian.boase performed transfer operation,,THREAT_SUSPICIOUS_URGENT_REIC,cisco_asa,10,3,4,0,0,49,0,0,0,1,1
2026-07-12T23:17:31Z,CRM-52-dr,svc_secrets_prod34,302016,0.0,LOW,172.24.163.28,,explorer.exe_v7.7,OPS-46:443,302016: svc_secrets_prod34 performed payment operation,,AUDIT_BASELINE_CARD,cisco_asa,23,6,7,1,1,54,0,0,0,0,0
2026-10-08T08:07:36Z,FS-96-uat.core.banking,fraud_analyst34,13,0.0,LOW,172.27.42.123,C:\Windows\System32\aut.jpg,sshd_v1.3,,13: fraud_analyst34 performed transfer operation,,AUDIT_BASELINE_GLAS,sysmon,8,3,10,0,0,48,0,0,0,0,0
2026-09-02T09:54:26Z,DC-74,xiti_johnson86,workflow_run,0.0,MEDIUM,172.24.25.53,Z:\Finance\2026-02-17\throw.docx,sqlservr.exe,WKS-80.core.banking:3389,workflow_run: xiti_johnson86 performed swift operation,,THREAT_BASELINE_ET,github_actions,9,2,9,0,0,54,0,0,0,0,0
2026-10-10T04:58:32Z,APP-78,internal_audit,job_execution,0.0,HIGH,172.16.188.73,C:\Users\christopher.griffiths\Documents\corporis.docx,python.exe,,job_execution: internal_audit performed audit operation,Sydney,GT_SUSPICIOUS_URGENT_RADI,github_actions,4,5,10,1,1,55,0,0,0,1,1
2026-10-26T20:27:14Z,COMP-25.financial.local,ljohnson,7,0.0,HIGH,10.187.41.80,,sshd,,7: ljohnson performed audit operation,,SEC_SUSPICIOUS_URGENT_DIGN,sysmon,20,0,10,0,1,37,0,0,0,1,1
2027-01-25T06:01:37Z,DC-08.secure.bank,ascott,DeleteUser,0.0,LOW,92.29.60.69,,explorer.exe,payment-api.dobson.biz:443,DeleteUser: ascott performed clearing operation,,COMPLIANCE_BASELINE_IPSU,aws_cloudtrail,6,0,1,0,1,47,0,0,0,0,0
2026-09-29T18:26:38Z,PROXY-08-prod.core.banking,peter_arora,DeleteUser,0.0,LOW,192.168.234.98,,WINWORD.EXE_v6.6,,DeleteUser: peter_arora performed reconciliation operation,,AUDIT_BASELINE_QUAM,aws_cloudtrail,18,1,9,0,0,58,0,0,0,0,0
2026-11-21T16:43:00Z,PROXY-28.secure.bank,hayley_kemp,106001,0.0,MEDIUM,168.124.233.245,,sshd,PAYMENT-13:1433,106001: hayley_kemp performed balance operation,,COMPLIANCE_BASELINE_ALIQ,cisco_asa,16,5,11,1,0,47,0,0,0,0,0
2027-02-19T10:40:27Z,OPS-59,janaki_harvey,ConsoleLogin,0.0,LOW,131.53.143.112,,tomcat9.exe_v10.6,,ConsoleLogin: janaki_harvey performed clearing operation,,GT_BASELINE_TO,aws_cloudtrail,10,4,2,0,0,56,0,0,0,0,0
2026-08-04T23:03:12Z,GW-15-dr,svc_replication_prod,shell_in_container,0.0,LOW,218.95.46.28,,sqlservr.exe_v5.7,AUDIT-91:22,shell_in_container: svc_replication_prod performed payment operation,Paris,GT_BASELINE_PERF,falco,23,1,8,0,1,68,0,0,0,0,0
2026-04-14T16:45:36Z,ATM-30.core.banking,eesha.williams51,action_execution,0.0,MEDIUM,2.114.233.161,,sshd_v9.1,GW-77.financial.local:443,action_execution: eesha.williams51 performed transaction operation,Mumbai,GT_BASELINE_COST,github_actions,16,1,4,0,0,66,0,0,0,0,0
2026-07-29T23:28:52Z,CORE-61-dev,svc_replication84,302016,0.0,LOW,187.97.118.112,,OUTLOOK.EXE,,302016: svc_replication84 performed swift operation,,AUDIT_BASELINE_OCCA,cisco_asa,23,2,7,0,1,51,0,0,0,0,0
2026-10-02T19:33:32Z,COMP-66,ishaan.gill24,PATH,0.0,MEDIUM,18.79.84.1,C:\Windows\System32\voluptate.webm,OUTLOOK.EXE,,PATH: ishaan.gill24 performed clearing operation,"Paris, FR",COMPLIANCE_BASELINE_AUT,auditd,19,4,10,0,1,48,0,0,0,0,0
2026-07-09T22:13:15Z,CRM-94-dev.financial.local,eric_woods,22,0.0,LOW,205.80.212.178,C:\Users\alexis.murphy66\Documents\may.css,chrome.exe,,22: eric_woods performed balance operation,,COMPLIANCE_BASELINE_UNTI,sysmon,22,3,7,0,1,42,0,0,0,0,0
2027-01-04T18:12:48Z,SWIFT-66-sandbox.financial.local,svc_cicd_prod88,PROCTITLE,0.0,LOW,172.31.145.34,,kubelet,,PROCTITLE: svc_cicd_prod88 performed settlement operation,,GT_BASELINE_FUGI,auditd,18,0,1,0,0,57,0,0,0,0,0
2026-10-20T14:05:39Z,CORE-71,svc_secrets_prod39,read_sensitive_file,0.0,LOW,40.176.63.166,C:\Users\carly.batra\Documents\deleniti.gif,java.exe_v8.6,SWIFT-51.secure.bank:80,read_sensitive_file: svc_secrets_prod39 performed clearing operation,"Frankfurt, DE",GT_BASELINE_MAGN,falco,14,1,10,0,0,68,0,0,0,0,0
2026-03-12T02:15:00Z,BRANCH-55.bank.internal,jamie.wright,shell_in_container,0.0,LOW,10.88.248.198,,systemd,,shell_in_container: jamie.wright performed payment operation,,GT_BASELINE_DOLO,falco,2,3,3,0,1,60,0,0,0,0,0
2026-04-12T16:42:53Z,DC-29.secure.bank,pstevens,workflow_run,0.0,LOW,174.84.26.28,,WINWORD.EXE_v7.0,,workflow_run: pstevens performed clearing operation,HK,SEC_BASELINE_INCI,github_actions,16,6,4,1,0,51,0,0,0,0,0
2027-01-05T08:31:46Z,FINANCE-62.bank.internal,risk_manager28,FileDownloaded,0.0,MEDIUM,10.115.121.42,,python.exe_v9.9,,FileDownloaded: risk_manager28 performed payment operation,,THREAT_BASELINE_SENS,sharepoint,8,1,1,0,0,58,0,0,0,0,0
2026-04-03T07:54:34Z,TRADING-55-dr.bank.internal,william.kapur,Path_Traversal,0.0,LOW,10.40.215.73,,lsass.exe,PAYMENT-28:5432,Path_Traversal: william.kapur performed settlement operation,"Frankfurt, DE",COMPLIANCE_BASELINE_THIR,cloud_waf,7,4,4,0,1,60,0,0,0,0,0
2026-07-22T03:04:13Z,WKS-35.financial.local,avni.dodson30,302016,0.0,LOW,10.13.12.179,,explorer.exe,ATM-03-uat:80,302016: avni.dodson30 performed swift operation,Dubai,GT_BASELINE_BAR,cisco_asa,3,2,7,0,1,47,0,0,0,0,0
2026-03-11T20:10:40Z,DB-17-uat,svc_etl_prod,action_execution,0.0,LOW,187.57.65.109,,kubelet,HR-53-sandbox:9200,action_execution: svc_etl_prod performed balance operation,Hong Kong,COMPLIANCE_BASELINE_NECE,github_actions,20,2,3,0,1,58,0,0,0,0,0
2027-02-14T10:11:13Z,BRANCH-65-prod,svc_vault,3,0.0,LOW,192.168.134.12,,chrome.exe,,Network connection: chrome.exe connected to ,Toronto,AUDIT_BASELINE_PRES,sysmon,10,6,2,1,0,44,0,0,0,0,0
2026-11-19T00:42:59Z,DC-99,svc_audit,CreateUser,0.0,LOW,85.74.219.24,,systemd,TRADING-17:3306,CreateUser: svc_audit performed payment operation,"Tokyo, JP",ANOMALY_BASELINE_THEI,aws_cloudtrail,0,3,11,0,1,49,0,0,0,0,0
2027-01-28T09:44:15Z,CRM-26-dr.financial.local,brijesh_watts,read_sensitive_file,0.0,HIGH,172.28.84.107,,explorer.exe,,read_sensitive_file: brijesh_watts performed audit operation,CH,THREAT_SUSPICIOUS_URGENT_FACI,falco,9,3,1,0,0,60,0,0,0,1,1
2026-11-28T23:26:25Z,PAY-75.bank.internal,svc_replication_prod,3,0.0,CRITICAL,37.73.2.172,,sqlservr.exe_v2.0,GW-61.financial.local:27017,Network connection: sqlservr.exe_v2.0 connected to GW-61.financial.local:27017,FR,GT_HIGH_RISK_URGENT_ELIG,sysmon,23,5,11,1,1,78,0,0,0,1,1
2026-03-31T11:37:15Z,WKS-10,manan.palmer,XSS,0.0,MEDIUM,172.22.41.97,,nginx.exe_v7.3,TRADING-63-sandbox:443,XSS: manan.palmer performed transfer operation,London,THREAT_BASELINE_MENT,cloud_waf,11,1,3,0,0,46,0,0,0,0,0
2026-04-06T04:39:04Z,PROXY-39,wayne_dua,Detection,0.0,LOW,172.30.64.129,,sshd,PROXY-02-dr:445,Detection: wayne_dua performed transaction operation,IN,ANOMALY_BASELINE_SUNT,crowdstrike,4,0,4,0,1,52,0,0,0,0,0
2026-11-17T20:04:05Z,ATM-72,david_conway,FileDownloaded,0.0,CRITICAL,152.111.104.115,,prometheus,AUDIT-04.bank.internal:443,FileDownloaded: david_conway performed transfer operation,,ANOMALY_HIGH_RISK_URGENT_NOTI,office365,20,1,11,0,1,57,0,0,0,1,1
2026-10-17T14:13:43Z,COMP-69-dev,svc_reporting_prod,Quarantine,0.0,MEDIUM,108.25.222.251,,lsass.exe_v4.6,CRM-79-dev.secure.bank:3306,Quarantine: svc_reporting_prod performed transaction operation,,THREAT_BASELINE_FACE,crowdstrike,14,5,10,1,0,62,0,0,0,0,0
2026-11-29T10:15:25Z,DC-88,jjordan,4688,0.0,HIGH,87.93.137.102,C:\Windows\System32\eat.json,python.exe,,"A new process was created. Process: python.exe, Command line: ps aux | grep -v grep","Hong Kong, HK",GT_SUSPICIOUS_URGENT_QUO,windows_security,10,6,11,1,0,83,0,0,0,1,1
2026-06-01T22:29:16Z,PROXY-22.bank.internal,mark.sridhar,Prevention,0.0,LOW,175.178.108.255,,svchost.exe,ledger.rogers.com:3306,Prevention: mark.sridhar performed reconciliation operation,"Zurich, CH",COMPLIANCE_BASELINE_EOS,crowdstrike,22,0,6,0,1,59,0,0,0,0,0
2026-11-11T19:38:34Z,,mary_hall83,TRAFFIC,0.0,LOW,172.21.59.242,\\fileserver\share\Material\consequatur.png,prometheus_v5.8,,TRAFFIC: mary_hall83 performed clearing operation,"Mumbai, IN",THREAT_BASELINE_FULL,palo_alto,19,2,11,0,1,49,0,0,0,0,0
2026-06-16T12:46:20Z,ATM-72.bank.internal,treasury21,Blocked,0.0,MEDIUM,17.182.48.116,,prometheus,,Blocked: treasury21 performed transaction operation,Singapore,COMPLIANCE_BASELINE_COMP,sentinel_one,12,1,6,0,0,51,0,0,0,0,0
2026-09-07T06:57:08Z,COMP-61,hugh_simmons,FileDeleted,0.0,HIGH,72.191.231.182,,nginx.exe,,FileDeleted: hugh_simmons performed transfer operation,New York,AUDIT_SUSPICIOUS_URGENT_QUID,sharepoint,6,0,9,0,1,54,0,0,0,1,1
2026-08-21T21:43:15Z,SWIFT-98,svc_backup_prod,Suspicious,0.0,LOW,168.161.76.136,,kubelet,,Suspicious: svc_backup_prod performed payment operation,,ANOMALY_BASELINE_OCCA,sentinel_one,21,4,8,0,1,55,0,0,0,0,0
2026-05-02T05:52:38Z,SWIFT-29-uat,aloke55,FileUploaded,0.0,MEDIUM,192.168.120.95,,cmd.exe,,FileUploaded: aloke55 performed transfer operation,,ANOMALY_BASELINE_BOOK,sharepoint,5,5,5,1,1,50,0,0,0,0,0
2027-01-22T12:19:40Z,SWIFT-36.secure.bank,damien.adams,ConsoleLogin,0.0,HIGH,179.7.87.24,,python.exe,TRADING-09:3389,ConsoleLogin: damien.adams performed settlement operation,US,AUDIT_SUSPICIOUS_URGENT_HARU,aws_cloudtrail,12,4,1,0,0,57,0,0,0,1,1
2026-05-26T01:51:06Z,,root,THREAT,0.0,LOW,117.152.168.184,/etc/ea/voluptatem.conf,nginx.exe,BRANCH-16:9200,THREAT: root performed transfer operation,JP,SEC_BASELINE_STAT,palo_alto,1,1,5,0,1,41,0,0,0,0,0
2026-11-22T17:29:20Z,OPS-39-prod,liam_sant,FileUploaded,0.0,HIGH,75.199.121.192,,nginx.exe,MON-24.bank.internal:443,FileUploaded: liam_sant performed audit operation,,SEC_SUSPICIOUS_URGENT_VERI,sharepoint,17,6,11,1,0,49,0,0,0,1,1
2026-11-29T08:59:34Z,PAY-80,fraud_analyst,FileDownloaded,0.0,LOW,10.172.74.226,,tomcat9.exe,PROXY-44-prod.financial.local:9200,FileDownloaded: fraud_analyst performed clearing operation,Mumbai,AUDIT_BASELINE_FOR,sharepoint,8,6,11,1,0,58,0,0,0,0,0
2026-08-10T12:06:04Z,CRM-43,gwason,EXECVE,0.0,LOW,,/var/log/unde/laboriosam.json.log,python.exe_v9.8,COMP-18-sandbox.secure.bank:9200,EXECVE: gwason performed transfer operation,,AUDIT_BASELINE_IPSA,auditd,12,0,8,0,0,43,0,0,0,0,0
2026-03-20T04:40:25Z,PROXY-75-dev,jenna_karpe7,shell_in_container,0.0,LOW,192.168.208.162,,WINWORD.EXE_v10.3,GW-55-dr:8443,shell_in_container: jenna_karpe7 performed clearing operation,DE,THREAT_BASELINE_EAQU,falco,4,4,3,0,1,61,0,0,0,0,0
2027-01-02T18:40:50Z,APP-60-dev.bank.internal,ann_king,Detection,0.0,LOW,87.118.83.139,/var/log/illum/quite.flac.log,prometheus_v1.8,,Detection: ann_king performed reconciliation operation,"Dubai, AE",COMPLIANCE_BASELINE_RESP,crowdstrike,18,5,1,1,0,54,0,0,0,0,0
2026-11-25T22:06:08Z,WEB-82-dev,richard.trivedi41,Detection,0.0,MEDIUM,10.188.38.247,/opt/banking/easy/bin/laborum.csv,cmd.exe_v5.8,,Detection: richard.trivedi41 performed reconciliation operation,,THREAT_BASELINE_EVER,crowdstrike,22,2,11,0,1,63,0,0,0,0,0
2027-02-06T02:43:21Z,CORE_BANK-01,sysadmin41,ApplicationManagement,0.0,UNKNOWN,29.20.49.160,\\fileserver\share\Vitae\porro.webm,powershell.exe,,ApplicationManagement: sysadmin41 performed audit operation,,THREAT_BASELINE_REQU,azure_ad,2,5,2,1,1,59,0,0,0,0,0
2026-07-07T17:27:22Z,RISK-48.core.banking,joyce_harris,write_binary_dir,0.0,LOW,140.215.118.21,,WINWORD.EXE,,write_binary_dir: joyce_harris performed payment operation,,AUDIT_BASELINE_NOBI,falco,17,1,7,0,0,58,0,0,0,0,0
2027-01-28T02:38:01Z,DC-24,svc_vault,Detection,0.0,LOW,96.181.8.155,,lsass.exe,,Detection: svc_vault performed audit operation,,GT_BASELINE_SOLU,crowdstrike,2,3,1,0,1,46,0,0,0,0,0
2026-10-02T01:34:12Z,CORE_BANK-43.financial.local,triya.deleon89,Suspicious,0.0,LOW,161.157.218.129,C:\Windows\Temp\north.pages,powershell.exe,,Suspicious: triya.deleon89 performed audit operation,GB,COMPLIANCE_BASELINE_VITA,sentinel_one,1,4,10,0,1,52,0,0,0,0,0
2026-09-10T03:05:32Z,DB-02,elliot_wilkins,action_execution,0.0,LOW,149.68.36.88,,EXCEL.EXE,,action_execution: elliot_wilkins performed balance operation,,SEC_BASELINE_NON,github_actions,3,3,9,0,1,60,0,0,0,0,0
2026-07-08T04:35:30Z,DB-87,balendra.kirk,4672,0.0,MEDIUM,119.17.94.208,C:\Windows\System32\officia.bmp,sqlservr.exe,,,,THREAT_BASELINE_PROF,windows_security,4,2,7,0,1,0,0,0,0,0,0
2027-01-16T17:52:41Z,ATM-50.secure.bank,claire.balan59,job_execution,0.0,MEDIUM,10.255.46.213,,chrome.exe,,job_execution: claire.balan59 performed audit operation,,GT_BASELINE_CONS,github_actions,17,5,1,1,0,55,0,0,0,0,0
2026-06-14T22:49:30Z,CORE-16.secure.bank,svc_replication,FileUploaded,0.0,MEDIUM,208.98.78.62,C:\Users\sturner\Documents\architecto.avi,explorer.exe,,FileUploaded: svc_replication performed payment operation,,THREAT_BASELINE_DEBI,sharepoint,22,6,6,1,1,57,0,0,0,0,0
2027-01-06T18:14:20Z,OPS-95.financial.local,trading_user,Prevention,0.0,LOW,89.170.224.207,,tomcat9.exe,,Prevention: trading_user performed balance operation,Paris,GT_BASELINE_GENE,crowdstrike,18,2,1,0,0,52,0,0,0,0,0
2026-11-11T17:30:51Z,APP-78-prod.secure.bank,monica_robertson,Blocked,0.0,MEDIUM,52.40.112.240,,chrome.exe,CRM-59.core.banking:1433,Blocked: monica_robertson performed audit operation,"Singapore, SG",ANOMALY_BASELINE_TEMP,sentinel_one,17,2,11,0,0,51,0,0,0,0,0
2026-07-02T15:22:26Z,COMP-89,louise_green70,4624,0.0,LOW,192.168.148.6,,sshd,,"An account was successfully logged on. Account: louise_green70, Source IP: 192.168.148.6",Hong Kong,GT_BASELINE_HUMA,windows_security,15,3,7,0,0,88,1,0,0,0,0
2026-06-25T23:55:01Z,CRM-74,svc_secrets_prod,New-InboxRule,0.0,LOW,172.18.220.194,,java.exe_v1.2,AUDIT-76:9200,New-InboxRule: svc_secrets_prod performed audit operation,"Frankfurt, DE",COMPLIANCE_BASELINE_IPSA,office365,23,3,6,0,1,57,0,0,0,0,0
2026-11-27T05:48:59Z,RISK-56.bank.internal,danielle_gardner,ConsoleLogin,0.0,MEDIUM,172.29.189.31,C:\Users\gsnyder\Documents\green.png,systemd_v4.0,swift-gateway.raju-sura.com:5432,ConsoleLogin: danielle_gardner performed transaction operation,GB,SEC_BASELINE_LIVE,aws_cloudtrail,5,4,11,0,1,62,0,0,0,0,0
2027-02-15T07:58:42Z,TRADING-01-prod.bank.internal,svc_deploy_prod87,Threat,0.0,LOW,99.48.101.243,/opt/banking/odit/bin/atque.jpeg,chrome.exe,TRADING-38:27017,Threat: svc_deploy_prod87 performed audit operation,,COMPLIANCE_BASELINE_NESC,sentinel_one,7,0,2,0,1,51,0,0,0,0,0
2026-12-03T05:29:21Z,PROXY-59.secure.bank,diana_deo,106023,0.0,LOW,130.237.139.60,,WINWORD.EXE_v10.1,,106023: diana_deo performed transaction operation,Paris,THREAT_BASELINE_CORP,cisco_asa,5,3,12,0,1,49,0,0,0,0,0
2026-07-06T20:56:12Z,TRADING-43.core.banking,medwards83,FileDownloaded,0.0,LOW,2.121.158.78,,powershell.exe_v5.1,,FileDownloaded: medwards83 performed settlement operation,Hong Kong,SEC_BASELINE_QUAM,sharepoint,20,0,7,0,1,57,0,0,0,0,0
2026-10-28T22:02:42Z,AUDIT-34.core.banking,veda_bhatti99,TRAFFIC,0.0,HIGH,211.67.103.37,/opt/banking/prove/bin/friend.css,powershell.exe_v5.4,,TRAFFIC: veda_bhatti99 performed payment operation�,"New York, US",GT_SUSPICIOUS_URGENT_REPE,palo_alto,22,2,10,0,1,51,0,0,0,1,1
2026-11-10T14:59:28Z,TRADING-33,jodie.master,Suspicious,0.0,LOW,,,svchost.exe,BRANCH-12.bank.internal:5432,Suspicious: jodie.master performed swift operation,CH,THREAT_BASELINE_REPU,sentinel_one,14,1,11,0,0,50,0,0,0,0,0
2026-11-24T11:21:53Z,WKS-80.core.banking,svc_backup_prod,FileDownloaded,0.0,LOW,192.168.237.129,,systemd_v1.5,CORE_BANK-53.secure.bank:80,FileDownloaded: svc_backup_prod performed swift operation,"Dubai, AE",COMPLIANCE_BASELINE_ISTE,sharepoint,11,1,11,0,0,57,0,0,0,0,0
2026-03-24T05:09:10Z,TRADING-42,nwilliams,Send,0.0,HIGH,109.65.113.117,,prometheus_v3.2,,Send: nwilliams performed balance operation,"Zurich, CH",GT_SUSPICIOUS_URGENT_ADIP,office365,5,1,3,0,1,43,0,0,0,1,1
2026-03-15T21:54:51Z,PAY-13-uat.secure.bank,nikita_mann,Path_Traversal,0.0,LOW,19.18.129.227,,svchost.exe,,Path_Traversal: nikita_mann performed transaction operation,,GT_BASELINE_PERS,cloud_waf,21,6,3,1,1,59,0,0,0,0,0
2026-11-05T11:57:48Z,BRANCH-76-uat.financial.local,ejohnson,Quarantine,0.0,MEDIUM,192.168.148.243,\\fileserver\share\Discuss\majority.jpg,tomcat9.exe,,Quarantine: ejohnson performed audit operation,,ANOMALY_BASELINE_PROV,crowdstrike,11,3,11,0,0,46,0,0,0,0,0
2026-07-05T06:14:16Z,MON-77.secure.bank,vincent.reid,FileUploaded,0.0,LOW,26.223.72.126,,sshd_v3.2,,FileUploaded: vincent.reid performed transfer operation,,COMPLIANCE_BASELINE_DESE,sharepoint,6,6,7,1,1,55,0,0,0,0,0
2026-07-07T08:50:27Z,HR-07-dr.financial.local,svc_backup,XSS,0.0,MEDIUM,143.64.199.112,,chrome.exe_v3.9,,XSS: svc_backup performed reconciliation operation,London,THREAT_BASELINE_MAGN,cloud_waf,8,1,7,0,0,50,0,0,0,0,0
